Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17744,The Visual Display of Quantitative Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",0,4.40,Graphics Press,Hardcover,197,2001,1983,,2020/02/12,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
17318779,"Design for Information: An Introduction to the Histories, Theories, and Best Practices Behind Effective Information Visualizations",Isabel Meirelles,"Meirelles, Isabel",,"=""1592538061""","=""9781592538065""",0,4.08,Rockport Publishers,Paperback,224,2013,2013,,2020/02/13,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
12485556,What Every Programmer Should Know About Memory,Ulrich Drepper,"Drepper, Ulrich",,"=""""","=""""",4,4.81,,,114,2007,2007,2020/11/27,2020/10/16,,,read,,,,1,,,0,,,,,
43180059,Game Engine Black Book: Doom,Fabien Sanglard,"Sanglard, Fabien",,"=""1987418433""","=""9781987418439""",3,4.53,CreateSpace Independent Publishing Platform,Paperback,423,2018,2018,,2020/11/06,,,read,,,,1,,,0,,,,,
34871287,"Хочу и буду. Принять себя, полюбить жизнь и стать счастливым",Mikhail Labkovskiy,"Labkovskiy, Mikhail",Михаил Лабковский,"=""""","=""9785961462449""",3,3.94,Альпина Паблишер,Paperback,320,2017,,,2020/11/25,,,read,,,,1,,,0,,,,,
24990453,Бабье царство,Anton Chekhov,"Chekhov, Anton",Антон Павлович Чехов,"=""""","=""""",4,3.54,Общественное достояние,Kindle Edition,41,,1894,,2020/11/22,,,read,,,,1,,,0,,,,,
222146,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,"Kushner, David",,"=""0812972155""","=""9780812972153""",0,4.29,Random House Trade Paperbacks,Paperback,339,2004,2003,,2020/11/20,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
34376766,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,"Schreier, Jason",,"=""""","=""""",0,4.21,Harper Paperbacks,Kindle Edition,304,2017,2017,,2020/11/20,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.15,Penguin Books,Paperback,464,2001,1984,,2020/11/20,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
24990443,Жена,Anton Chekhov,"Chekhov, Anton",Антон Павлович Чехов,"=""""","=""""",4,3.79,Общественное достояние,Kindle Edition,46,,,,2020/11/20,,,read,,,,1,,,0,,,,,
36165638,"Game Engine Black Book, Wolfenstein 3D",Fabien Sanglard,"Sanglard, Fabien",,"=""""","=""""",5,4.47,,Hardcover,315,2017,2017,,2020/11/06,,,read,,,,1,,,0,,,,,
24645823,Палата № 6,Anton Chekhov,"Chekhov, Anton",Антон Павлович Чехов,"=""""","=""""",5,4.29,Общественное достояние,Kindle Edition,57,,1892,,2020/11/09,,,read,,,,1,,,0,,,,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",4,3.83,Dante University of America Press,Paperback,140,2003,1513,,2020/02/02,,,read,,,,1,,,0,,,,,
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735611319""","=""9780735611313""",0,4.39,Microsoft Press,Paperback,400,2000,1999,,2020/11/06,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
946151,Graphics Programming Black Book,Michael Abrash,"Abrash, Michael",,"=""1576101746""","=""9781576101742""",0,4.40,"Coriolis Group,U.S.",Paperback,1200,1997,1997,,2020/11/06,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
23263650,От хорошего к великому,James C. Collins,"Collins, James C.",,"=""""","=""""",0,4.13,,Hardcover,,,2001,,2020/10/20,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
384924,Waking the Tiger: Healing Trauma,Peter A. Levine,"Levine, Peter A.",Ann  Frederick,"=""155643233X""","=""9781556432330""",0,4.10,North Atlantic Books,Paperback,288,1997,1997,,2020/10/19,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
813214,The Mist,Stephen King,"King, Stephen",,"=""""","=""""",0,3.95,Signet,Paperback,230,2007,1980,,2020/10/17,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
22323,"Burning Chrome (Sprawl, #0)",William Gibson,"Gibson, William",Bruce Sterling,"=""0060539828""","=""9780060539825""",0,4.05,Harper Voyager,Paperback,224,2003,1986,,2020/10/17,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
26891629,"The Complete Sprawl Trilogy: Neuromancer, Count Zero, Mona Lisa Overdrive",William Gibson,"Gibson, William",,"=""""","=""""",0,4.12,Harper Voyager,Kindle Edition,676,2015,1992,,2020/10/17,to-read,to-read (#391),to-read,,,,0,,,0,,,,,
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.16,Spectra,Paperback,499,2000,1995,,2020/10/17,to-read,to-read (#390),to-read,,,,0,,,0,,,,,
23005036,"The Foundation Novels 7-Book Bundle: Foundation, Foundation and Empire, Second Foundation, Foundation's Edge, Foundation and Earth, Prelude to Foundation, Forward the Foundation",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.58,Spectra,Kindle Edition,,2014,,,2020/10/17,to-read,to-read (#389),to-read,,,,0,,,0,,,,,
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.","Jonathan Lethem, José Laurênio de Mello","=""0375757910""","=""9780375757914""",0,3.82,Modern Library,Paperback,182,2001,1908,,2020/10/17,to-read,to-read (#388),to-read,,,,0,,,0,,,,,
16033444,Redis in Action,Josiah L. Carlson,"Carlson, Josiah L.",,"=""1617290858""","=""9781617290855""",3,3.64,Manning,Paperback,320,2013,2013,,2020/10/15,,,read,"This book could be restructured into 2 major parts:<br/><br/>1) ""Redis data types with use-cases, performance, and scaling"".<br/>2) ""How to spend a lifetime building a scalable database on top of primitives and hope it will persist and debugging will be fun"".<br/><br/>And my guess everyone would like to see at least part #1 with examples of Redis commands instead of Python API calls. I already know Python and there's no need to spend extra time explaining to me what a decorator is and so on. It would be better to have an overview of concepts + examples of commands + overview of patterns & algorithms + tracing of data changes during application of them. Then performance, persisting, scaling, and fault-tolerance. And only after that should come overview of specific use-cases or solutions like building a sharded storage for Twitter with Redis (possibly as a separate part or as a series of appendixes). Instead, the whole book is a continuous ""unexpected journey"".<br/><br/>I really like the holistic and systematic approach across the book. I appreciate the efforts, smartness, and dedication of the author. Using Redis data structures can give a not-ordinary way to tackle certain problems and the book is full of practical examples on how to use them in non-obvious ways (or at least not so common ways) and how to consider and exploit certain technical nuances while designing a solution. The guy is really an expert in the domain, definitely knows what he's writing about and I really believe he applied all that in production successfully.<br/><br/>But the book would greatly benefit from a strong editorial review. The code samples in Python are far from being examples to follow. Moreover, they contain typos or seldom gaps. Following code from one chapter could require rereading and recomprehending code samples from several chapters back. The code is commented, but trying to follow comments can give a real headache. Just a bit of explanation: code does not have syntax highlights, there are no line numbers or just different even/odd background of lines. And comments look almost like code, but in a bolder font.  This itself is not a big issue, but comments for line 1 can be on the left side, comments for line 2 — on the right, and for line 3 — on the left again and co on. Moreover, comments are not aligned and can be arbitrarily displaced vertically or horizontally. And finally, lines and arrows between comments and target lines/tokens can be directed anywhere: top, bottom, left, right, etc. It can get very tricky and pretty quick to understand in what direction you should look even for a 10-lines sample. And oftentimes there are no examples of how data changes during the execution of code, which is really awful at places where temporary structures are created, like in the case of temporary ZSETs for multi-criteria sorting. And examples of functions' invocations are not always included, though.<br/><br/>I would recommend reading chapters 3, 4, 9, and 10 from this book, then study best practices (https://redislabs.com/redis-best-practices/introduction/) and take a look at modules (https://redislabs.com/modules/). After that one can get back to the rest of the chapters of this book and feel free to drop it as soon as one starts feeling sick.",,,1,,,0,,,,,
36710806,Rootkits and Bootkits: Reversing Modern Malware and Next Generation Threats,Alex Matrosov,"Matrosov, Alex",,"=""1593277164""","=""9781593277161""",0,4.60,No Starch Press,Paperback,448,2019,2019,,2020/10/15,to-read,to-read (#387),to-read,,,,0,,,0,,,,,
16158601,Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,"Marquet, L. David",,"=""1591846404""","=""9781591846406""",0,4.23,Portfolio,Hardcover,272,2013,2013,,2020/10/15,to-read,to-read (#386),to-read,,,,0,,,0,,,,,
23237460,"I Heart Logs: Event Data, Stream Processing, and Data Integration",Jay Kreps,"Kreps, Jay",,"=""1491909382""","=""9781491909386""",4,3.86,O'Reilly Media,Paperback,60,2014,2014,,2020/10/13,,,read,,,,1,,,0,,,,,
17985198,High Performance Browser Networking,Ilya Grigorik,"Grigorik, Ilya",,"=""""","=""""",0,4.52,O'Reilly,Paperback,400,2013,2013,,2020/10/11,to-read,to-read (#385),to-read,,,,0,,,0,,,,,
37563319,The Product is Docs: Writing technical documentation in a product development group,Christopher Gales,"Gales, Christopher",Splunk Documentation Team,"=""""","=""""",0,4.30,,Kindle Edition,208,2017,,,2020/10/11,to-read,to-read (#384),to-read,,,,0,,,0,,,,,
28433138,Modern Technical Writing: An Introduction to Software Documentation,Andrew Etter,"Etter, Andrew",,"=""""","=""""",0,4.04,,Kindle Edition,37,2016,,,2020/10/11,to-read,to-read (#383),to-read,,,,0,,,0,,,,,
34447166,Docs Like Code,Anne Gentle,"Gentle, Anne",,"=""1365750825""","=""9781365750823""",0,3.69,Lulu.com,ebook,,2017,2017,,2020/10/11,to-read,to-read (#382),to-read,,,,0,,,0,,,,,
45153739,Everyday Information Architecture,Lisa Maria  Martin,"Martin, Lisa Maria",,"=""193755774X""","=""9781937557744""",4,4.23,A Book Apart,Paperback,126,2019,2019,2020/10/11,2020/02/13,,,read,,,,1,,,0,,,,,
118317,Anti-Oedipus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Robert Hurley, Mark Seem, Helen R. Lane","=""0816612250""","=""9780816612253""",0,4.14,University of Minnesota Press,Paperback,400,1983,1972,,2020/10/10,to-read,to-read (#381),to-read,,,,0,,,0,,,,,
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",Ernesto Laclau,"=""0860919714""","=""9780860919711""",0,4.07,Verso,Paperback,256,1989,1989,,2020/10/10,to-read,to-read (#380),to-read,,,,0,,,0,,,,,
20802247,Полное Собрание Сочинений,Козьма Прутков,"Прутков, Козьма",,"=""""","=""""",0,4.29,Библиотека Поэта,Paperback,,1965,1965,,2020/10/10,to-read,to-read (#379),to-read,,,,0,,,0,,,,,
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,"=""0575099127""","=""9780575099128""",0,4.22,Gollancz,Paperback,512,2010,2008,,2020/10/10,to-read,to-read (#378),to-read,,,,0,,,0,,,,,
15701297,Measurement,Paul  Lockhart,"Lockhart, Paul",,"=""0674057554""","=""9780674057555""",0,4.27,Belknap Press,Hardcover,416,2012,2012,,2020/10/10,to-read,to-read (#377),to-read,,,,0,,,0,,,,,
33418,"Parallel Worlds: A Journey through Creation, Higher Dimensions, and the Future of the Cosmos",Michio Kaku,"Kaku, Michio",,"=""1400033721""","=""9781400033720""",0,4.20,Anchor,Paperback,361,2006,2004,,2020/10/10,to-read,to-read (#376),to-read,,,,0,,,0,,,,,
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",0,4.22,Vintage International,Paperback,212,1991,1942,,2020/10/10,to-read,to-read (#375),to-read,,,,0,,,0,,,,,
174879,On Becoming a Person: A Therapist's View of Psychotherapy,Carl R. Rogers,"Rogers, Carl R.",Peter D. Kramer,"=""039575531X""","=""9780395755310""",0,4.16,Mariner Books,Paperback,420,1995,1961,,2020/10/10,to-read,to-read (#374),to-read,,,,0,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.11,Del Rey Books,Mass Market Paperback,224,1987,1953,,2020/10/10,to-read,to-read (#373),to-read,,,,0,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2020/10/10,to-read,to-read (#372),to-read,,,,0,,,0,,,,,
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,3.97,Signet Classics,Mass Market Paperback,141,1996,1945,2020/10/08,2020/10/07,,,read,,,,1,,,0,,,,,
646175,Modern Man in Search of a Soul,C.G. Jung,"Jung, C.G.",,"=""0156612062""","=""9780156612067""",0,4.20,Harcourt ,Paperback,244,1955,1931,,2020/10/07,to-read,to-read (#371),to-read,,,,0,,,0,,,,,
13796970,The Singularity of Being: Lacan and the Immortal Within,Mari Ruti,"Ruti, Mari",,"=""082324315X""","=""9780823243150""",0,4.23,Fordham University Press,Paperback,272,2012,2012,,2020/10/07,to-read,to-read (#370),to-read,,,,0,,,0,,,,,
22060860,The Last Messiah,Peter Wessel Zapffe,"Zapffe, Peter Wessel",Gisle Tangenes,"=""""","=""""",0,4.33,,Kindle Edition,20,2013,1933,,2020/10/07,to-read,to-read (#369),to-read,,,,0,,,0,,,,,
2761,The Denial of Death,Ernest Becker,"Becker, Ernest","Daniel Goleman, Sam Keen","=""0684832402""","=""9780684832401""",0,4.12,Free Press,Paperback,336,1997,1973,,2020/10/07,to-read,to-read (#368),to-read,,,,0,,,0,,,,,
81725,"The Order of Things: How Everything in the World Is Organized Into Hierarchies, Structures, and Pecking Orders",Barbara Ann Kipfer,"Kipfer, Barbara Ann",,"=""1567315607""","=""9781567315608""",0,4.00,MJF Books,Hardcover,389,2003,1996,,2020/10/07,to-read,to-read (#367),to-read,,,,0,,,0,,,,,
17315307,Every Cradle is a Grave: Rethinking the Ethics of Birth and Suicide,Sarah      Perry,"Perry, Sarah",,"=""1616583509""","=""9781616583507""",5,4.07,Nine-Banded Books,Paperback,250,2013,2013,2020/10/06,2020/02/02,,,read,"Wit, broad and deep. Gives a nice overview of people's values and sources of meaning. Provides great things to think about.",,,1,,,0,,,,,
257867,The View from Nowhere,Thomas Nagel,"Nagel, Thomas",,"=""0195056442""","=""9780195056440""",0,3.98,"Oxford University Press, USA",Paperback,256,1989,1986,,2020/10/06,to-read,to-read (#366),to-read,,,,0,,,0,,,,,
18085985,What Mean?: Where Russians Go Wrong in English,Lynn Visson,"Visson, Lynn",,"=""0781813220""","=""9780781813228""",0,4.04,Hippocrene Books,Paperback,162,2013,2005,,2020/10/05,to-read,to-read (#365),to-read,,,,0,,,0,,,,,
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",0,4.03,Vintage,Paperback,563,2006,2005,,2020/09/28,to-read,to-read (#364),to-read,,,,0,,,0,,,,,
52670,"One, Two, Three...Infinity: Facts and Speculations of Science",George Gamow,"Gamow, George",,"=""0486256642""","=""9780486256641""",0,4.20,Dover Publications,Paperback,384,1988,1947,,2020/09/27,to-read,to-read (#363),to-read,,,,0,,,0,,,,,
111185,Physics and Philosophy: The Revolution in Modern Science,Werner Heisenberg,"Heisenberg, Werner",Paul C.W. Davies,"=""0141182156""","=""9780141182155""",0,4.03,Penguin Classics,Paperback,176,2000,1958,,2020/09/27,to-read,to-read (#362),to-read,,,,0,,,0,,,,,
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",0,4.14,Cambridge University Press,Paperback,184,1992,1944,,2020/09/27,to-read,to-read (#361),to-read,,,,0,,,0,,,,,
947947,Meanings of Life,Roy F. Baumeister,"Baumeister, Roy F.",,"=""0898625319""","=""9780898625318""",0,4.02,The Guilford Press,Paperback,426,1992,1991,,2020/09/27,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
635657,Centuries of Childhood: A Social History of Family Life,Philippe Ariès,"Ariès, Philippe",,"=""0394702867""","=""9780394702865""",0,3.75,Vintage,Paperback,448,1965,1960,,2020/09/27,to-read,to-read (#359),to-read,,,,0,,,0,,,,,
35335070,Танатонавти (Цикл «Ангели» #1),Bernard Werber,"Werber, Bernard",Ярина Тарасюк,"=""""","=""9789669759610""",3,4.05,Terra Incognita,Hardcover,488,2017,1994,,2020/09/25,,,read,,,,1,,,0,,,,,
10419045,Personal Kanban: Mapping Work | Navigating Life,Jim  Benson,"Benson, Jim",Tonianne DeMaria Barry,"=""1453802266""","=""9781453802267""",0,3.78,Createspace Independent Publishing Platform,Paperback,218,2011,2011,,2020/09/25,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
8837,"Wind, Sand and Stars",Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Lewis Galantière,"=""0156027496""","=""9780156027496""",0,4.12,Mariner Books,Paperback,229,2002,1939,,2020/09/24,to-read,to-read (#357),to-read,,,,0,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",0,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,2020/09/24,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
479572,"Anarchy, State, and Utopia",Robert Nozick,"Nozick, Robert",,"=""0465097200""","=""9780465097203""",0,3.76,Basic Books,Paperback,367,1974,1974,,2020/09/23,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
265742,The Complete Guide to the Music of Pink Floyd,Andy Mabbett,"Mabbett, Andy",,"=""071194301X""","=""9780711943018""",0,3.95,Omnibus Pr,Paperback,150,1995,1995,,2020/09/22,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
7717766,Бегство от свободы,Erich Fromm,"Fromm, Erich",Эрих Фромм,"=""5010045389""","=""""",0,4.26,Прогресс,Hardcover,256,1995,1941,,2020/09/21,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
24516829,"Исповедь ""неполноценного"" человека",Osamu Dazai,"Dazai, Osamu",,"=""5778400586""","=""""",0,4.08,Аграф,Paperback,160,1998,1948,,2020/09/21,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
6966079,The Control Systems Handbook: Control System Advanced Methods (Electrical Engineering Handbook),William S. Levine,"Levine, William S.",,"=""1420073648""","=""9781420073645""",0,4.00,CRC Press,Hardcover,1798,2010,1996,,2020/09/16,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
7839839,The Garbage Collection Handbook: The Art of Automatic Memory Management (Chapman & Hall/CRC Applied Algorithms and Data Structures series),Richard        Jones,"Jones, Richard","Antony Hosking, Eliot Moss","=""1420082795""","=""9781420082791""",0,4.39,"Taylor & Francis, Inc.",Hardcover,528,2011,2010,,2020/09/16,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
241160,Cabbages and Kings,O. Henry,"Henry, O.",,"=""1406923745""","=""9781406923742""",0,3.96,Hard Press,Paperback,148,2006,1904,,2020/09/15,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
6416783,Others in Mind: The Origins of Self-Consciousness,Philippe Rochat,"Rochat, Philippe",,"=""0521729653""","=""9780521729659""",0,3.91,Cambridge University Press,Paperback,264,2009,2008,,2020/09/10,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
592861,Systems Thinking: Managing Chaos and Complexity - A Platform for Designing Business Architecture,Jamshid Gharajedaghi,"Gharajedaghi, Jamshid",,"=""0750679735""","=""9780750679732""",4,3.91,Butterworth-Heinemann,Paperback,333,2005,1999,,2020/04/08,,,read,"It's definitely a 5 for wholeness, depth, systematicity, structuring, language, and the content itself, which provides many things to think and reason about. It really captures and provides an explanation of the sociocultural processes we encounter every day in organizations. I'm glad this book exists.<br/><br/>But, oftentimes it's a way too abstract, lacking concrete examples, with gaps in explanation or the context of the terminology used. Moreover, almost all diagrams have own convention with cryptic meaning of styles of components, displacement of elements, relations, direction of traversal, and entry/exit points if any. Can be a real headacke to comprehend.",,,1,,,0,,,,,
52931798,"Primitive Technology: A Survivalist's Guide to Building Tools, Shelters, and More in the Wild",John Plant,"Plant, John",,"=""""","=""""",0,3.95,Clarkson Potter,Kindle Edition,164,2019,,,2020/09/05,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
270897,Leadership and the New Science: Discovering Order in a Chaotic World,Margaret J. Wheatley,"Wheatley, Margaret J.",,"=""1576753441""","=""9781576753446""",0,4.10,Berrett-Koehler Publishers,Paperback,218,2006,1992,,2020/09/03,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
429671,The Hidden Connections: A Science for Sustainable Living,Fritjof Capra,"Capra, Fritjof",,"=""0385494726""","=""9780385494724""",0,3.97,Anchor,Paperback,320,2004,2002,,2020/09/03,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393355624""","=""9780393355628""",5,4.26,W. W. Norton  Company,Paperback,400,2018,1985,,2020/07/12,,,read,,,,1,,,0,,,,,
66863,Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,Andrew S. Grove,"Grove, Andrew S.",,"=""1861975139""","=""9781861975133""",0,3.96,Profile Business,Paperback,224,1998,1988,,2020/08/04,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
461104,The Ascent of Man,Jacob Bronowski,"Bronowski, Jacob",,"=""0316109339""","=""9780316109338""",0,4.20,Little Brown and Company,Paperback,520,1976,1973,,2020/08/04,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
33426,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,"Kaku, Michio",,"=""0192861891""","=""9780192861894""",0,4.14,Oxford Univ Pr (T),Paperback,359,1995,1994,,2020/08/04,to-read,to-read (#342),to-read,,,,0,,,0,,,,,
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",0,4.02,Pantheon Books,Hardcover,229,2008,2008,,2020/08/04,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Mariner Books,Hardcover,303,2014,2014,,2020/08/04,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345376595""","=""9780345376596""",0,4.31,Ballantine Books,Paperback,384,1997,1994,,2020/08/04,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
2095,The Universe in a Nutshell,Stephen Hawking,"Hawking, Stephen",,"=""055380202X""","=""9780553802023""",0,4.18,Bantam,Hardcover,216,2001,2001,,2020/08/04,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.20,Bantam Books,Paperback,213,1998,1988,,2020/08/04,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.38,Random House,Mass Market Paperback,365,2002,1980,,2020/08/04,to-read,to-read (#336),to-read,,,,0,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.15,Oxford University Press,Paperback,360,2006,1976,,2020/08/04,,,read,,,,1,,,0,,,,,
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",0,4.03,Penguin Group,Paperback,352,1988,1987,,2020/08/04,to-read,to-read (#335),to-read,,,,0,,,0,,,,,
558059,The Fractal Geometry of Nature,Benoît B. Mandelbrot,"Mandelbrot, Benoît B.",,"=""0716711869""","=""9780716711865""",0,4.22,Times Books,Hardcover,480,1982,1977,,2020/08/04,to-read,to-read (#334),to-read,,,,0,,,0,,,,,
44551304,"Thinking with Type: A Critical Guide for Designers, Writers, Editors, & Students",Ellen Lupton,"Lupton, Ellen",,"=""""","=""""",0,4.10,Princeton Architectural Press,Kindle Edition,224,2014,2004,,2020/02/02,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
1327086,On Purposeful Systems: An Interdisciplinary Analysis of Individual and Social Behavior as a System of Purposeful Events,Russell L. Ackoff,"Ackoff, Russell L.","Fred E. Emery, Brent D. Ruben","=""0202307980""","=""9780202307985""",0,4.38,Routledge,Paperback,306,2005,1972,,2020/08/01,to-read,to-read (#333),to-read,,,,0,,,0,,,,,
6295,Howl and Other Poems,Allen Ginsberg,"Ginsberg, Allen",William Carlos Williams,"=""0872863107""","=""9780872863101""",0,4.13,City Lights,Hardcover,56,2001,1956,,2020/08/01,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
25846749,Software Architecture for Developers,Simon  Brown,"Brown, Simon",,"=""""","=""""",4,3.87,Lean Publishing,ebook,233,2014,2012,,2020/07/30,,,read,,,,1,,,0,,,,,
40184391,Building a Better Vocabulary,Kevin Flanigan,"Flanigan, Kevin",,"=""""","=""""",0,4.17,The Great Courses,Audible Audio,19,2015,2015,,2020/07/29,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
43447048,Choose Your WoW!: A Disciplined Agile Delivery Handbook for Optimizing Your Way of Working (WoW),Scott W. Ambler,"Ambler, Scott W.","Mark Lines, Jonathan Smart","=""""","=""""",0,4.00,"Disciplined Agile, Inc.",Kindle Edition,687,2019,,,2020/07/29,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2020/07/29,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
223932,Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Nick Rozanski,"Rozanski, Nick",Eoin Woods,"=""0321112296""","=""9780321112293""",0,4.12,Addison-Wesley,Hardcover,576,2005,2005,,2020/07/26,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
22535757,Bayesian Methods for Hackers: Probabilistic Programming and Bayesian Inference,Cameron Davidson-Pilon,"Davidson-Pilon, Cameron",,"=""0133902838""","=""9780133902839""",0,4.04,Addison-Wesley Professional,Paperback,256,2015,2014,,2020/07/20,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
3272042,Time Series Analysis: Forecasting and Control,George E.P. Box,"Box, George E.P.","Gwilym M. Jenkins, Gregory C. Reinsel","=""0470272848""","=""9780470272848""",0,3.79,John Wiley & Sons,Hardcover,746,2008,2008,,2020/07/20,to-read,to-read (#326),to-read,,,,0,,,0,,,,,
30249263,Time Series Analysis (Wiley Series in Probability and Statistics),Wilfredo Palma,"Palma, Wilfredo",,"=""""","=""""",0,0.0,Wiley,Kindle Edition,616,2016,,,2020/07/20,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
